,start,stop,strand,gene_name,length,operon,cog
b0340,359488,359959,+,cynS,471,cynTSX,Inorganic ion transport and metabolism
b0341,359991,361146,+,cynX,1155,cynTSX,Carbohydrate transport and metabolism
b0342,361248,361860,-,lacA,612,lacZYA,Function unknown
b0343,361925,363179,-,lacY,1254,lacZYA,Carbohydrate transport and metabolism
b0344,363230,366305,-,lacZ,3075,lacZYA,Carbohydrate transport and metabolism
b0345,366427,367510,-,lacI,1083,mhpR-lacI,Transcription
b0346,367586,368420,-,mhpR,834,mhpR-lacI,Transcription
b0347,368610,370275,+,mhpA,1665,mhpABCDFE,Energy production and conversion
b0348,370276,371221,+,mhpB,945,mhpABCDFE,"Secondary metabolites biosynthesis, transport and catabolism"
b0349,371238,372105,+,mhpC,867,mhpABCDFE,Function unknown
b0350,372114,372924,+,mhpD,810,mhpABCDFE,"Secondary metabolites biosynthesis, transport and catabolism"
b0351,372920,373871,+,mhpF,951,mhpABCDFE,"Secondary metabolites biosynthesis, transport and catabolism"
b0352,373867,374881,+,mhpE,1014,mhpABCDFE,Amino acid transport and metabolism
b0353,375458,376670,+,mhpT,1212,mhpT,No COG Annotation
b0354,376771,377311,+,yaiL,540,yaiL,Function unknown
b0355,377534,378368,-,frmB,834,frmRAB,Function unknown
b0356,378461,379571,-,frmA,1110,frmRAB,Energy production and conversion
b0357,379605,379881,-,frmR,276,frmRAB,Function unknown
b0358,380068,380842,-,yaiO,774,yaiX_2O,No COG Annotation
b4579_2,380843,381260,-,yaiX_2,417,yaiX_2O,No COG Annotation
b0360,381350,381716,+,insC1,366,insC-1CD-1D-1,"Replication, recombination and repair"
b0361,381673,382579,+,insD1,906,insC-1CD-1D-1,"Replication, recombination and repair"
b4579_1,382590,382872,-,yaiX_1,282,yaiX_1,No COG Annotation
b0363,382738,383935,-,yaiP,1197,yaiP,Cell wall/membrane/envelope biogenesis
b0364,384058,384616,-,yaiS,558,yaiS,Function unknown
b0365,385231,386194,+,tauA,963,tauABCD,Inorganic ion transport and metabolism
b0366,386206,386974,+,tauB,768,tauABCD,Inorganic ion transport and metabolism
b0367,386970,387798,+,tauC,828,tauABCD,Inorganic ion transport and metabolism
b0368,387794,388646,+,tauD,852,tauABCD,"Secondary metabolites biosynthesis, transport and catabolism"
b0369,388752,389727,-,hemB,975,hemB,Coenzyme transport and metabolism
b4580_1,390250,391708,+,yaiT_1,1458,yaiT_1,No COG Annotation
b0372,391738,392605,-,insF1,867,insEF-2E-2F-2,"Replication, recombination and repair"
b0373,392601,392901,-,insE1,300,insEF-2E-2F-2,"Replication, recombination and repair"
b4580_2,392969,394418,+,yaiT_2,1449,yaiT_2,No COG Annotation
b0375,394505,395129,+,yaiV,624,iprA,Transcription
b0376,395129,396287,-,ampH,1158,ampH,Defense mechanisms
b0377,396638,397859,+,sbmA,1221,sbmA-yaiW,Lipid transport and metabolism
b0378,397871,398966,+,yaiW,1095,sbmA-yaiW,Function unknown
b0379,399024,399333,-,yaiY,309,yaiY,Function unknown
b0380,399592,399805,+,yaiZ,213,yaiZ,Function unknown
b0381,399828,400923,-,ddlA,1095,ddlA,Cell wall/membrane/envelope biogenesis
b0382,401385,401646,+,iraP,261,iraP,Signal transduction mechanisms
b0383,401746,403162,+,phoA,1416,phoA-psiF,Inorganic ion transport and metabolism
b0384,403280,403601,+,psiF,321,phoA-psiF,Function unknown
b0385,403702,404818,+,yaiC,1116,dgcC,Signal transduction mechanisms
b0386,404834,405644,-,proC,810,proC,Amino acid transport and metabolism
b0387,405763,406222,+,yaiI,459,yaiI,Function unknown
b0388,406404,406929,+,aroL,525,aroL-yaiA-aroM,Amino acid transport and metabolism
b0389,406978,407170,+,yaiA,192,aroL-yaiA-aroM,Function unknown
b0390,407427,408105,+,aroM,678,aroL-yaiA-aroM,Function unknown
b0391,408176,408461,+,yaiE,285,ppnP,Function unknown
b0392,408608,408950,+,ykiA,342,ykiA,No COG Annotation
b0393,409107,410019,-,rdgC,912,rdgC,"Replication, recombination and repair"
b0394,410143,411052,+,mak,909,mak,Carbohydrate transport and metabolism
b0396,411296,412481,-,araJ,1185,araJ,Carbohydrate transport and metabolism
b0397,412606,415753,-,sbcC,3147,sbcDC,"Replication, recombination and repair"
b0398,415749,416952,-,sbcD,1203,sbcDC,"Replication, recombination and repair"
b0399,417141,417831,+,phoB,690,phoBR,Signal transduction mechanisms
b0400,417888,419184,+,phoR,1296,phoBR,Signal transduction mechanisms
b0401,419590,420910,+,brnQ,1320,brnQ-proY,Amino acid transport and metabolism
b0402,420985,422359,+,proY,1374,brnQ-proY,Amino acid transport and metabolism
b0403,422517,424332,+,malZ,1815,malZ,Carbohydrate transport and metabolism
b0404,424336,424918,-,acpH,582,acpH,Function unknown
b0405,425010,426081,+,queA,1071,queA,"Translation, ribosomal structure and biogenesis"
b0406,426136,427264,+,tgt,1128,tgt-yajC-secDF,"Translation, ribosomal structure and biogenesis"
b0407,427286,427619,+,yajC,333,tgt-yajC-secDF,"Intracellular trafficking, secretion, and vesicular transport"
b0408,427646,429494,+,secD,1848,tgt-yajC-secDF,"Intracellular trafficking, secretion, and vesicular transport"
b0409,429504,430476,+,secF,972,tgt-yajC-secDF,"Intracellular trafficking, secretion, and vesicular transport"
b0410,430604,430952,+,yajD,348,yajD,Defense mechanisms
b0411,431128,432013,-,tsx,885,tsx,Cell wall/membrane/envelope biogenesis
b0412,432311,432851,-,yajI,540,yajI,Function unknown
b0413,433001,433451,+,nrdR,450,nrdR-ribDE-nusB-thiL-pgpA,Transcription
b0414,433454,434558,+,ribD,1104,nrdR-ribDE-nusB-thiL-pgpA,Coenzyme transport and metabolism
b0415,434646,435117,+,ribE,471,nrdR-ribDE-nusB-thiL-pgpA,Coenzyme transport and metabolism
b0416,435136,435556,+,nusB,420,nrdR-ribDE-nusB-thiL-pgpA,Transcription
b0417,435633,436611,+,thiL,978,nrdR-ribDE-nusB-thiL-pgpA,Coenzyme transport and metabolism
b0418,436588,437107,+,pgpA,519,nrdR-ribDE-nusB-thiL-pgpA,Lipid transport and metabolism
b0419,437160,438135,-,yajO,975,xseB-ispA-dxs-yajO,Energy production and conversion
b0420,438314,440177,-,dxs,1863,xseB-ispA-dxs-yajO,Coenzyme transport and metabolism
b0421,440201,441101,-,ispA,900,xseB-ispA-dxs-yajO,Coenzyme transport and metabolism
b0422,441100,441343,-,xseB,243,xseB-ispA-dxs-yajO,"Replication, recombination and repair"
b0423,441548,442997,+,thiI,1449,thiI,Coenzyme transport and metabolism
b0424,443050,443641,-,yajL,591,panE-yajL,Function unknown
b0425,443603,444515,-,panE,912,panE-yajL,Coenzyme transport and metabolism
b0426,444682,445174,+,yajQ,492,yajQ,Function unknown
b0427,445301,446666,-,yajR,1365,yajR,Carbohydrate transport and metabolism
b0428,446814,447705,-,cyoE,891,cyoABCDE,"Posttranslational modification, protein turnover, chaperones"
b0429,447716,448046,-,cyoD,330,cyoABCDE,Energy production and conversion
b0430,448045,448660,-,cyoC,615,cyoABCDE,Energy production and conversion
b0431,448649,450641,-,cyoB,1992,cyoABCDE,Energy production and conversion
b0432,450662,451610,-,cyoA,948,cyoABCDE,Energy production and conversion
b0433,452069,453545,-,ampG,1476,yajG-ampG,Carbohydrate transport and metabolism
b0434,453588,454167,-,yajG,579,yajG-ampG,Cell wall/membrane/envelope biogenesis
b0435,454471,454789,+,bolA,318,bolA,Signal transduction mechanisms
b0436,455132,456431,+,tig,1299,tig,"Posttranslational modification, protein turnover, chaperones"
b0437,456676,457300,+,clpP,624,clpPX-lon,"Posttranslational modification, protein turnover, chaperones"
b0438,457425,458700,+,clpX,1275,clpPX-lon,"Posttranslational modification, protein turnover, chaperones"
b0439,458887,461242,+,lon,2355,clpPX-lon,"Posttranslational modification, protein turnover, chaperones"
b0440,461450,461723,+,hupB,273,hupB,"Replication, recombination and repair"
b0441,461914,463786,+,ppiD,1872,ppiD,"Posttranslational modification, protein turnover, chaperones"
b0442,463936,464308,+,ybaV,372,ybaV,"Replication, recombination and repair"
b0443,464401,464800,+,fadM,399,fadM,Function unknown
b0444,464851,465547,-,queC,696,queC,Function unknown
b0445,465611,467312,-,ybaE,1701,ybaE,Function unknown
b0446,467411,468230,+,cof,819,cof,Function unknown
b0447,468382,468841,+,ybaO,459,decR,Transcription
b0448,468870,470643,+,mdlA,1773,mdlAB,Defense mechanisms
b0449,470635,472417,+,mdlB,1782,mdlAB,Defense mechanisms
b0450,472597,472936,+,glnK,339,glnK-amtB,Amino acid transport and metabolism
b0451,472965,474252,+,amtB,1287,glnK-amtB,Signal transduction mechanisms
b0452,474300,475161,-,tesB,861,tesB,Lipid transport and metabolism
b0453,475378,475951,+,ybaY,573,ybaY,Function unknown
b0454,475981,476371,-,ybaZ,390,atl,"Replication, recombination and repair"
b0456,476671,477025,+,ybaA,354,ybaA,Function unknown
b0457,477066,478617,-,ylaB,1551,pdeB,Signal transduction mechanisms
b0458,478780,479251,-,ylaC,471,ylaC,Function unknown
b0459,479366,479918,-,maa,552,maa,Function unknown
b0460,480089,480308,-,hha,219,tomB-hha,Function unknown
b0461,480333,480708,-,tomB,375,tomB-hha,Function unknown
b0462,481253,484403,-,acrB,3150,acrAB,Inorganic ion transport and metabolism
b0463,484425,485619,-,acrA,1194,acrAB,Defense mechanisms
b0464,485760,486408,+,acrR,648,acrR,Transcription
b0465,486535,489898,+,mscK,3363,mscK,Cell wall/membrane/envelope biogenesis
b0466,490109,490271,-,ybaM,162,priC-ybaM,Function unknown
b0467,490284,490812,-,priC,528,priC-ybaM,"Replication, recombination and repair"
b0468,490881,491259,+,ybaN,378,ybaN,Function unknown
b0469,491411,491963,+,apt,552,apt,Nucleotide transport and metabolism
b0470,492091,494023,+,dnaX,1932,dnaX,"Replication, recombination and repair"
b0471,494075,494405,+,ybaB,330,ybaB-recR,Function unknown
b0472,494404,495010,+,recR,606,ybaB-recR,"Replication, recombination and repair"
b0473,495119,496994,+,htpG,1875,htpG,"Posttranslational modification, protein turnover, chaperones"
b0474,497174,497819,+,adk,645,adk,Nucleotide transport and metabolism
b0475,498054,499017,+,hemH,963,hemH,Coenzyme transport and metabolism
b0476,499013,499973,-,aes,960,aes,Lipid transport and metabolism
b0477,500124,501429,+,gsk,1305,gsk,Carbohydrate transport and metabolism
b0478,501561,503238,-,ybaL,1677,ybaL,Inorganic ion transport and metabolism
b0479,503475,504696,-,fsr,1221,fsr,Carbohydrate transport and metabolism
b0480,504913,506566,+,ushA,1653,ushA,Nucleotide transport and metabolism
b0481,506602,507082,-,ybaK,480,ybaK,Function unknown
b0482,507285,508080,-,ybaP,795,ybaP,Function unknown
b0483,508217,508559,+,ybaQ,342,ybaQ,Function unknown
b0484,508874,511379,-,copA,2505,copA,Inorganic ion transport and metabolism
b0485,511640,512573,+,glsA,933,glsA-ybaT,Amino acid transport and metabolism
b0486,512575,513868,+,ybaT,1293,glsA-ybaT,Amino acid transport and metabolism
b0487,513992,514400,+,cueR,408,cueR,Transcription
b0488,514400,514859,-,ybbJ,459,qmcA-ybbJ,"Posttranslational modification, protein turnover, chaperones"
b0489,514855,515773,-,qmcA,918,qmcA-ybbJ,"Posttranslational modification, protein turnover, chaperones"
b0490,515918,516596,+,fetA,678,fetAB,Function unknown
b0491,516582,517362,+,fetB,780,fetAB,Function unknown
b0492,517424,518279,-,ybbN,855,ybbN,"Posttranslational modification, protein turnover, chaperones"
b0493,518339,519149,-,ybbO,810,tesA-ybbO,Function unknown
b0494,519138,519765,-,tesA,627,tesA-ybbO,Amino acid transport and metabolism
b0495,519732,520419,+,ybbA,687,ybbAP,"Secondary metabolites biosynthesis, transport and catabolism"
b0496,520415,522830,+,ybbP,2415,ybbAP,"Secondary metabolites biosynthesis, transport and catabolism"
b0497,523260,527541,+,rhsD,4281,rhsD-ybbC-ylbH-ybbD,Cell wall/membrane/envelope biogenesis
b0498,527580,527949,+,ybbC,369,rhsD-ybbC-ylbH-ybbD,No COG Annotation
b0499,527951,528659,+,rhsH,708,rhsD-ybbC-ylbH-ybbD,No COG Annotation
b0501,528639,529130,+,ybbD,491,ybbD,No COG Annotation
b4632,529499,529592,+,ylbI,93,ylbI,No COG Annotation
b0502_2,529594,529660,-,ylbG_2,66,ylbG,No COG Annotation
b0502_1,529659,530016,-,ylbG_1,357,ylbG,No COG Annotation
b0503,530131,531226,-,mnmH,1095,selU,Function unknown
b0504,531294,532221,-,allS,927,allS,Transcription
b0505,532450,532933,+,allA,483,allA,Nucleotide transport and metabolism
b0506,533010,533826,+,allR,816,allR,Transcription
b0507,533915,535697,+,gcl,1782,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,Function unknown
b0508,535709,536486,+,hyi,777,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,Carbohydrate transport and metabolism
b0509,536585,537464,+,glxR,879,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,Lipid transport and metabolism
b0511,537632,539087,+,ybbW,1455,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,Nucleotide transport and metabolism
b0512,539146,540508,+,allB,1362,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,Nucleotide transport and metabolism
b0513,540564,541866,+,ybbY,1302,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,Nucleotide transport and metabolism
b0514,541887,543033,+,glxK,1146,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,Carbohydrate transport and metabolism
b0515,543260,544046,-,allE,786,allDCE,Function unknown
b0516,544056,545292,-,allC,1236,allDCE,Amino acid transport and metabolism
b0517,545313,546363,-,allD,1050,allDCE,Energy production and conversion
b0518,546679,548347,+,fdrA,1668,fdrA-ylbEF-ybcF,Energy production and conversion
b4572,548356,549616,+,ylbE,1260,fdrA-ylbEF-ybcF,No COG Annotation
b0520,549626,550442,+,ylbF,816,fdrA-ylbEF-ybcF,Function unknown
b0521,550438,551332,+,ybcF,894,fdrA-ylbEF-ybcF,Amino acid transport and metabolism
b0522,551526,552594,-,purK,1068,purEK,Nucleotide transport and metabolism
b0523,552590,553100,-,purE,510,purEK,Nucleotide transport and metabolism
b0524,553217,553940,-,lpxH,723,ppiB-lpxH,Function unknown
b0525,553942,554437,-,ppiB,495,ppiB-lpxH,"Posttranslational modification, protein turnover, chaperones"
b0526,554610,555996,+,cysS,1386,cysS,"Translation, ribosomal structure and biogenesis"
b0527,556031,556553,-,ybcI,522,ybcI,Function unknown
b0528,556660,556873,-,ybcJ,213,folD-ybcJ,Function unknown
b0529,556874,557741,-,folD,867,folD-ybcJ,Coenzyme transport and metabolism
b0530,558211,558754,+,sfmA,543,sfmA,Function unknown
b0531,558973,559666,+,sfmC,693,sfmCD,"Posttranslational modification, protein turnover, chaperones"
b0532,559696,562300,+,sfmD,2604,sfmCD,Cell wall/membrane/envelope biogenesis
b0533,562335,563319,+,sfmH,984,sfmHF,Function unknown
b0534,563329,563845,+,sfmF,516,sfmHF,Function unknown
b0535,563847,564480,-,sfmZ,633,fimZ,Signal transduction mechanisms
b0537,564814,565978,-,intD,1164,intD,"Replication, recombination and repair"
b4633,565857,566079,-,xisD,222,xisD,No COG Annotation
b0539,566097,566376,-,exoD,279,ybcC,No COG Annotation
b4508,566375,566687,+,peaD,312,peaD,No COG Annotation
b0542_1,566683,566776,+,renD_1,93,renD-emrE,No COG Annotation
b0540,566841,567141,+,insE1,300,insE-3EF-3F-3,"Replication, recombination and repair"
b0541,567137,568004,+,insF1,867,insE-3EF-3F-3,"Replication, recombination and repair"
b0542_2,568034,568247,+,renD_2,213,renD-emrE,No COG Annotation
b0543,568314,568647,+,emrE,333,renD-emrE,Inorganic ion transport and metabolism
b0544,568901,570428,+,ybcK,1527,ybcK,"Replication, recombination and repair"
b0545,570892,571444,+,ybcL,552,ybcLM,Function unknown
b0546,571453,572251,+,ybcM,798,ybcLM,Transcription
b4588,572367,572469,+,ylcH,102,ylcH,No COG Annotation
b0547,572465,572921,+,ybcN,456,ybcN-ninE-ybcO-rusA-ylcG,"Replication, recombination and repair"
b0548,572920,573091,+,ninE,171,ybcN-ninE-ybcO-rusA-ylcG,Function unknown
b0549,573083,573374,+,ybcO,291,ybcN-ninE-ybcO-rusA-ylcG,Function unknown
b0550,573370,573733,+,rusA,363,ybcN-ninE-ybcO-rusA-ylcG,"Replication, recombination and repair"
b4509,573729,573870,+,ylcG,141,ybcN-ninE-ybcO-rusA-ylcG,No COG Annotation
b0551,573955,574339,+,quuD,384,ybcQ,Transcription
b0553_2,574528,574586,-,nmpC_2,58,nmpC,No COG Annotation
b0552,574736,575753,-,insH1,1017,insH-2,"Replication, recombination and repair"
b0553_1,575785,576825,-,nmpC_1,1040,nmpC,No COG Annotation
b0554,577397,577613,+,essD,216,essD-rrrD-rzpD,Function unknown
b0555,577612,578110,+,rrrD,498,essD-rrrD-rzpD,Function unknown
b0556,578106,578568,+,rzpD,462,essD-rrrD-rzpD,Cell wall/membrane/envelope biogenesis
b4510,578326,578509,+,rzoD,183,rzoD,No COG Annotation
b0557,578599,578893,-,borD,294,borD,Function unknown
b0558,579183,579594,-,ybcV,411,ybcV,Function unknown
b0559,579879,580086,+,ybcW,207,ybcW,No COG Annotation
b4589,580250,580445,-,ylcI,195,ylcI,Function unknown
b0560,580833,581379,+,nohD,546,nohB,"Replication, recombination and repair"
b4634,581353,581662,+,aaaD,309,aaaD,No COG Annotation
b0561,581659,582097,+,tfaD,438,tfaD,No COG Annotation
b0562_2,582151,582804,-,ybcY_2,653,ybcY,No COG Annotation
b0562_1,582802,582806,-,ybcY_1,4,ybcY,No COG Annotation
b0563,582952,583135,+,tfaX,183,tfaX,No COG Annotation
b0564,583680,584430,+,appY,750,appY,Transcription
b0565,584679,585633,-,ompT,954,envY-ompT,Cell wall/membrane/envelope biogenesis
b0566,586146,586908,-,envY,762,envY-ompT,Transcription
b0567,587090,587981,-,ybcH,891,ybcH,Function unknown
b0568,587981,590954,-,nfrA,2973,nfrBA,Function unknown
b0569,590940,593178,-,nfrB,2238,nfrBA,Function unknown
b0570,593327,594770,-,cusS,1443,cusRS,Signal transduction mechanisms
b0571,594759,595443,-,cusR,684,cusRS,Signal transduction mechanisms
b0572,595599,596973,+,cusC,1374,cusCFBA,Cell wall/membrane/envelope biogenesis
b0573,597130,597463,+,cusF,333,cusCFBA,Function unknown
b0574,597478,598702,+,cusB,1224,cusCFBA,Inorganic ion transport and metabolism
b0575,598713,601857,+,cusA,3144,cusCFBA,Inorganic ion transport and metabolism
b0576,601958,603335,+,pheP,1377,pheP,Amino acid transport and metabolism
b0577,603415,604663,-,ybdG,1248,ybdG,Cell wall/membrane/envelope biogenesis
b0578,604770,605424,-,nfsB,654,nfsB,Energy production and conversion
b0579,605517,605886,-,ybdF,369,ybdF,Function unknown
b0580,605950,606199,-,ybdJ,249,ybdJ,Function unknown
b0581,606264,607383,-,ybdK,1119,ybdK,Function unknown
b4415,607835,607988,+,hokE,153,hokE,Function unknown
b0582,608064,609177,+,insL1,1113,insL-2,"Replication, recombination and repair"
b0583,609458,610079,-,entD,621,fepA-entD,"Secondary metabolites biosynthesis, transport and catabolism"
b0584,610253,612494,-,fepA,2241,fepA-entD,Inorganic ion transport and metabolism
b0585,612736,613939,+,fes,1203,fes-ybdZ-entF-fepE,Inorganic ion transport and metabolism
b4511,613941,614160,+,ybdZ,219,fes-ybdZ-entF-fepE,Function unknown
b0586,614156,618038,+,entF,3882,fes-ybdZ-entF-fepE,"Secondary metabolites biosynthesis, transport and catabolism"
b0587,618253,619387,+,fepE,1134,fes-ybdZ-entF-fepE,Cell wall/membrane/envelope biogenesis
b0588,619383,620199,-,fepC,816,fepDGC,Inorganic ion transport and metabolism
b0589,620195,621188,-,fepG,993,fepDGC,Inorganic ion transport and metabolism
b0590,621184,622189,-,fepD,1005,fepDGC,Inorganic ion transport and metabolism
b0591,622299,623550,+,entS,1251,entS,Carbohydrate transport and metabolism
b0592,623553,624510,-,fepB,957,fepB,Inorganic ion transport and metabolism
b0593,624884,626060,+,entC,1176,entCEBAH,Coenzyme transport and metabolism
b0594,626069,627680,+,entE,1611,entCEBAH,"Secondary metabolites biosynthesis, transport and catabolism"
b0595,627693,628551,+,entB,858,entCEBAH,"Secondary metabolites biosynthesis, transport and catabolism"
b0596,628550,629297,+,entA,747,entCEBAH,Function unknown
b0597,629299,629713,+,entH,414,entCEBAH,"Secondary metabolites biosynthesis, transport and catabolism"
b0598,629893,631999,+,cstA,2106,cstA,Signal transduction mechanisms
b4512,632181,632379,+,ybdD,198,ybdD,Function unknown
b0599,632388,633477,-,ybdH,1089,hcxA,Energy production and conversion
b0600,633585,634746,+,ybdL,1161,ybdL,Amino acid transport and metabolism
b0601,634746,635376,-,ybdM,630,ybdM,Transcription
b0602,635348,636569,-,ybdN,1221,ybdN,Function unknown
b0603,636715,637618,-,ybdO,903,ybdO,Transcription
b0604,637826,638573,-,dsbG,747,dsbG,"Posttranslational modification, protein turnover, chaperones"
b0605,638944,639508,+,ahpC,564,ahpCF,"Posttranslational modification, protein turnover, chaperones"
b0606,639752,641318,+,ahpF,1566,ahpCF,"Posttranslational modification, protein turnover, chaperones"
b0607,641438,641867,-,uspG,429,uspG,Signal transduction mechanisms
